The load Love numbers from the REAR package are attached. There are no 
more of these oscillations at high degree, and they go up to degree 32768.
November 20, 2015，Jean-Paul
CM: center of mass reference frame
    n     h' (vert)         l' (horiz)         k' (potent)
 2254  -0.6209791638D+01  0.8384296981D-03  -0.1352994493D-02
 2255  -0.6209805955D+01  0.8380624875D-03  -0.1352399334D-02
 2256  -0.6209820222D+01  0.8376955852D-03  -0.1351804686D-02
 2257  -0.6209834439D+01  0.8373289907D-03  -0.1351210550D-02
 2258  -0.6209848605D+01  0.8369627036D-03  -0.1350616924D-02
 2259  -0.6209862720D+01  0.8365967237D-03  -0.1350023809D-02
 2260  -0.6209876786D+01  0.8362310505D-03  -0.1349431202D-02
 2261  -0.6209890802D+01  0.8358656838D-03  -0.1348839105D-02
 2262  -0.6209904768D+01  0.8355006232D-03  -0.1348247515D-02
 2263  -0.6209918684D+01  0.8351358682D-03  -0.1347656433D-02
 2264  -0.6209932552D+01  0.8347714188D-03  -0.1347065857D-02
 2265  -0.6209946370D+01  0.8344072744D-03  -0.1346475788D-02
 2266  -0.6209960139D+01  0.8340434347D-03  -0.1345886224D-02
 2267  -0.6209973859D+01  0.8336798994D-03  -0.1345297165D-02
 2268  -0.6209987531D+01  0.8333166680D-03  -0.1344708611D-02
 2269  -0.6210001154D+01  0.8329537404D-03  -0.1344120561D-02
 2270  -0.6210014729D+01  0.8325911161D-03  -0.1343533013D-02
 2271  -0.6210028256D+01  0.8322287949D-03  -0.1342945968D-02
 2272  -0.6210041735D+01  0.8318667763D-03  -0.1342359425D-02
 2273  -0.6210055166D+01  0.8315050600D-03  -0.1341773383D-02
 2274  -0.6210068550D+01  0.8311436459D-03  -0.1341187842D-02
 2275  -0.6210081887D+01  0.8307825332D-03  -0.1340602801D-02
 2276  -0.6210095176D+01  0.8304217220D-03  -0.1340018260D-02
 2277  -0.6210108418D+01  0.8300612116D-03  -0.1339434218D-02
 2278  -0.6210121613D+01  0.8297010017D-03  -0.1338850673D-02
 2279  -0.6210134762D+01  0.8293410923D-03  -0.1338267627D-02
 2280  -0.6210147864D+01  0.8289814829D-03  -0.1337685077D-02
 2281  -0.6210160920D+01  0.8286221730D-03  -0.1337103024D-02
 2282  -0.6210173929D+01  0.8282631624D-03  -0.1336521467D-02
 2283  -0.6210186893D+01  0.8279044508D-03  -0.1335940405D-02
 2284  -0.6210199811D+01  0.8275460377D-03  -0.1335359838D-02
 2285  -0.6210212683D+01  0.8271879230D-03  -0.1334779764D-02
 2286  -0.6210225510D+01  0.8268301063D-03  -0.1334200185D-02
 2287  -0.6210238291D+01  0.8264725870D-03  -0.1333621098D-02
 2288  -0.6210251028D+01  0.8261153651D-03  -0.1333042503D-02
 2289  -0.6210263719D+01  0.8257584400D-03  -0.1332464400D-02
 2290  -0.6210276365D+01  0.8254018116D-03  -0.1331886789D-02
 2291  -0.6210288967D+01  0.8250454796D-03  -0.1331309667D-02
 2292  -0.6210301525D+01  0.8246894435D-03  -0.1330733036D-02
 2293  -0.6210314037D+01  0.8243337027D-03  -0.1330156894D-02
 2294  -0.6210326506D+01  0.8239782574D-03  -0.1329581241D-02
 2295  -0.6210338931D+01  0.8236231070D-03  -0.1329006075D-02
 2296  -0.6210351312D+01  0.8232682513D-03  -0.1328431398D-02
 2297  -0.6210363649D+01  0.8229136898D-03  -0.1327857207D-02
 2298  -0.6210375943D+01  0.8225594222D-03  -0.1327283503D-02
 2299  -0.6210388194D+01  0.8222054482D-03  -0.1326710284D-02
 2300  -0.6210400401D+01  0.8218517676D-03  -0.1326137551D-02
 2301  -0.6210412565D+01  0.8214983798D-03  -0.1325565302D-02
 2302  -0.6210424687D+01  0.8211452848D-03  -0.1324993538D-02
 2303  -0.6210436765D+01  0.8207924820D-03  -0.1324422256D-02
 2304  -0.6210448802D+01  0.8204399711D-03  -0.1323851458D-02
 2305  -0.6210460795D+01  0.8200877519D-03  -0.1323281141D-02
 2306  -0.6210472747D+01  0.8197358240D-03  -0.1322711306D-02
 2307  -0.6210484656D+01  0.8193841871D-03  -0.1322141953D-02
 2308  -0.6210496524D+01  0.8190328408D-03  -0.1321573079D-02
 2309  -0.6210508349D+01  0.8186817849D-03  -0.1321004686D-02
 2310  -0.6210520133D+01  0.8183310191D-03  -0.1320436772D-02
 2311  -0.6210531876D+01  0.8179805429D-03  -0.1319869337D-02
 2312  -0.6210543577D+01  0.8176303560D-03  -0.1319302380D-02
 2313  -0.6210555238D+01  0.8172804581D-03  -0.1318735901D-02
 2314  -0.6210566857D+01  0.8169308491D-03  -0.1318169899D-02
 2315  -0.6210578435D+01  0.8165815284D-03  -0.1317604373D-02
 2316  -0.6210589973D+01  0.8162324957D-03  -0.1317039324D-02
 2317  -0.6210601470D+01  0.8158837508D-03  -0.1316474750D-02
 2318  -0.6210612927D+01  0.8155352933D-03  -0.1315910650D-02
 2319  -0.6210624343D+01  0.8151871229D-03  -0.1315347025D-02
 2320  -0.6210635719D+01  0.8148392393D-03  -0.1314783874D-02
 2321  -0.6210647056D+01  0.8144916421D-03  -0.1314221196D-02
 2322  -0.6210658352D+01  0.8141443310D-03  -0.1313658990D-02
 2323  -0.6210669609D+01  0.8137973058D-03  -0.1313097256D-02
 2324  -0.6210680827D+01  0.8134505661D-03  -0.1312535994D-02
 2325  -0.6210692005D+01  0.8131041115D-03  -0.1311975202D-02
 2326  -0.6210703144D+01  0.8127579417D-03  -0.1311414881D-02
 2327  -0.6210714243D+01  0.8124120565D-03  -0.1310855029D-02
 2328  -0.6210725304D+01  0.8120664555D-03  -0.1310295647D-02
 2329  -0.6210736326D+01  0.8117211384D-03  -0.1309736733D-02
 2330  -0.6210747310D+01  0.8113761048D-03  -0.1309178287D-02
 2331  -0.6210758254D+01  0.8110313545D-03  -0.1308620308D-02
 2332  -0.6210769161D+01  0.8106868872D-03  -0.1308062797D-02
 2333  -0.6210780029D+01  0.8103427025D-03  -0.1307505752D-02
 2334  -0.6210790860D+01  0.8099988000D-03  -0.1306949172D-02
 2335  -0.6210801652D+01  0.8096551795D-03  -0.1306393058D-02
 2336  -0.6210812406D+01  0.8093118407D-03  -0.1305837408D-02
 2337  -0.6210823123D+01  0.8089687833D-03  -0.1305282223D-02
 2338  -0.6210833802D+01  0.8086260069D-03  -0.1304727501D-02
 2339  -0.6210844445D+01  0.8082835113D-03  -0.1304173242D-02
 2340  -0.6210855049D+01  0.8079412960D-03  -0.1303619446D-02
 2341  -0.6210865617D+01  0.8075993609D-03  -0.1303066111D-02
 2342  -0.6210876148D+01  0.8072577054D-03  -0.1302513238D-02
 2343  -0.6210886642D+01  0.8069163296D-03  -0.1301960825D-02
 2344  -0.6210897099D+01  0.8065752328D-03  -0.1301408873D-02
 2345  -0.6210907519D+01  0.8062344149D-03  -0.1300857381D-02
 2346  -0.6210917904D+01  0.8058938755D-03  -0.1300306347D-02
 2347  -0.6210928252D+01  0.8055536143D-03  -0.1299755773D-02
 2348  -0.6210938563D+01  0.8052136311D-03  -0.1299205656D-02
 2349  -0.6210948839D+01  0.8048739254D-03  -0.1298655997D-02
 2350  -0.6210959079D+01  0.8045344970D-03  -0.1298106795D-02
 2351  -0.6210969283D+01  0.8041953456D-03  -0.1297558049D-02
 2352  -0.6210979452D+01  0.8038564709D-03  -0.1297009759D-02
 2353  -0.6210989585D+01  0.8035178725D-03  -0.1296461925D-02
 2354  -0.6210999683D+01  0.8031795502D-03  -0.1295914545D-02
 2355  -0.6211009745D+01  0.8028415036D-03  -0.1295367620D-02
 2356  -0.6211019773D+01  0.8025037324D-03  -0.1294821148D-02
 2357  -0.6211029765D+01  0.8021662364D-03  -0.1294275129D-02
 2358  -0.6211039723D+01  0.8018290152D-03  -0.1293729563D-02
 2359  -0.6211049646D+01  0.8014920685D-03  -0.1293184450D-02
 2360  -0.6211059534D+01  0.8011553960D-03  -0.1292639787D-02
 2361  -0.6211069388D+01  0.8008189973D-03  -0.1292095576D-02
 2362  -0.6211079208D+01  0.8004828723D-03  -0.1291551815D-02
 2363  -0.6211088993D+01  0.8001470206D-03  -0.1291008505D-02
 2364  -0.6211098744D+01  0.7998114418D-03  -0.1290465643D-02
 2365  -0.6211108462D+01  0.7994761357D-03  -0.1289923231D-02
 2366  -0.6211118145D+01  0.7991411020D-03  -0.1289381267D-02
 2367  -0.6211127796D+01  0.7988063403D-03  -0.1288839751D-02
 2368  -0.6211137412D+01  0.7984718503D-03  -0.1288298682D-02
 2369  -0.6211146995D+01  0.7981376318D-03  -0.1287758060D-02
 2370  -0.6211156545D+01  0.7978036844D-03  -0.1287217884D-02
 2371  -0.6211166061D+01  0.7974700079D-03  -0.1286678153D-02
 2372  -0.6211175544D+01  0.7971366020D-03  -0.1286138868D-02
 2373  -0.6211184995D+01  0.7968034662D-03  -0.1285600027D-02
 2374  -0.6211194412D+01  0.7964706004D-03  -0.1285061630D-02
 2375  -0.6211203797D+01  0.7961380041D-03  -0.1284523677D-02
 2376  -0.6211213149D+01  0.7958056772D-03  -0.1283986167D-02
 2377  -0.6211222469D+01  0.7954736191D-03  -0.1283449099D-02
 2378  -0.6211231756D+01  0.7951418299D-03  -0.1282912474D-02
 2379  -0.6211241011D+01  0.7948103092D-03  -0.1282376290D-02
 2380  -0.6211250234D+01  0.7944790566D-03  -0.1281840547D-02
 2381  -0.6211259425D+01  0.7941480717D-03  -0.1281305244D-02
 2382  -0.6211268584D+01  0.7938173546D-03  -0.1280770381D-02
 2383  -0.6211277712D+01  0.7934869048D-03  -0.1280235958D-02
 2384  -0.6211286808D+01  0.7931567218D-03  -0.1279701974D-02
 2385  -0.6211295872D+01  0.7928268055D-03  -0.1279168428D-02
 2386  -0.6211304906D+01  0.7924971556D-03  -0.1278635319D-02
 2387  -0.6211313907D+01  0.7921677718D-03  -0.1278102648D-02
 2388  -0.6211322878D+01  0.7918386537D-03  -0.1277570413D-02
 2389  -0.6211331818D+01  0.7915098011D-03  -0.1277038615D-02
 2390  -0.6211340727D+01  0.7911812135D-03  -0.1276507253D-02
 2391  -0.6211349605D+01  0.7908528909D-03  -0.1275976326D-02
 2392  -0.6211358452D+01  0.7905248328D-03  -0.1275445833D-02
 2393  -0.6211367269D+01  0.7901970391D-03  -0.1274915775D-02
 2394  -0.6211376055D+01  0.7898695093D-03  -0.1274386152D-02
 2395  -0.6211384811D+01  0.7895422431D-03  -0.1273856961D-02
 2396  -0.6211393537D+01  0.7892152404D-03  -0.1273328204D-02
 2397  -0.6211402232D+01  0.7888885008D-03  -0.1272799878D-02
 2398  -0.6211410898D+01  0.7885620240D-03  -0.1272271985D-02
 2399  -0.6211419533D+01  0.7882358097D-03  -0.1271744522D-02
 2400  -0.6211428139D+01  0.7879098576D-03  -0.1271217491D-02
 2401  -0.6211436715D+01  0.7875841675D-03  -0.1270690889D-02
 2402  -0.6211445262D+01  0.7872587389D-03  -0.1270164717D-02
 2403  -0.6211453779D+01  0.7869335718D-03  -0.1269638975D-02
 2404  -0.6211462267D+01  0.7866086657D-03  -0.1269113661D-02
 2405  -0.6211470725D+01  0.7862840203D-03  -0.1268588775D-02
 2406  -0.6211479154D+01  0.7859596354D-03  -0.1268064317D-02
 2407  -0.6211487555D+01  0.7856355107D-03  -0.1267540286D-02
 2408  -0.6211495926D+01  0.7853116460D-03  -0.1267016682D-02
 2409  -0.6211504269D+01  0.7849880408D-03  -0.1266493504D-02
 2410  -0.6211512583D+01  0.7846646951D-03  -0.1265970751D-02
 2411  -0.6211520868D+01  0.7843416081D-03  -0.1265448424D-02
 2412  -0.6211529125D+01  0.7840187800D-03  -0.1264926521D-02
 2413  -0.6211537353D+01  0.7836962104D-03  -0.1264405043D-02
 2414  -0.6211545553D+01  0.7833738989D-03  -0.1263883988D-02
 2415  -0.6211553726D+01  0.7830518453D-03  -0.1263363357D-02
 2416  -0.6211561869D+01  0.7827300491D-03  -0.1262843148D-02
 2417  -0.6211569985D+01  0.7824085106D-03  -0.1262323361D-02
 2418  -0.6211578074D+01  0.7820872289D-03  -0.1261803997D-02
 2419  -0.6211586134D+01  0.7817662040D-03  -0.1261285053D-02
 2420  -0.6211594167D+01  0.7814454355D-03  -0.1260766530D-02
 2421  -0.6211602172D+01  0.7811249231D-03  -0.1260248427D-02
 2422  -0.6211610149D+01  0.7808046667D-03  -0.1259730744D-02
 2423  -0.6211618100D+01  0.7804846658D-03  -0.1259213480D-02
 2424  -0.6211626023D+01  0.7801649203D-03  -0.1258696635D-02
 2425  -0.6211633919D+01  0.7798454298D-03  -0.1258180208D-02
 2426  -0.6211641787D+01  0.7795261940D-03  -0.1257664199D-02
 2427  -0.6211649630D+01  0.7792072127D-03  -0.1257148608D-02
 2428  -0.6211657445D+01  0.7788884856D-03  -0.1256633433D-02
 2429  -0.6211665233D+01  0.7785700124D-03  -0.1256118674D-02
 2430  -0.6211672995D+01  0.7782517928D-03  -0.1255604332D-02
 2431  -0.6211680730D+01  0.7779338265D-03  -0.1255090404D-02
 2432  -0.6211688439D+01  0.7776161133D-03  -0.1254576892D-02
 2433  -0.6211696121D+01  0.7772986530D-03  -0.1254063794D-02
 2434  -0.6211703777D+01  0.7769814450D-03  -0.1253551109D-02
 2435  -0.6211711407D+01  0.7766644892D-03  -0.1253038838D-02
 2436  -0.6211719011D+01  0.7763477855D-03  -0.1252526981D-02
 2437  -0.6211726589D+01  0.7760313333D-03  -0.1252015535D-02
 2438  -0.6211734141D+01  0.7757151324D-03  -0.1251504501D-02
 2439  -0.6211741668D+01  0.7753991827D-03  -0.1250993879D-02
 2440  -0.6211749168D+01  0.7750834838D-03  -0.1250483668D-02
 2441  -0.6211756643D+01  0.7747680355D-03  -0.1249973867D-02
 2442  -0.6211764093D+01  0.7744528374D-03  -0.1249464476D-02
 2443  -0.6211771517D+01  0.7741378893D-03  -0.1248955495D-02
 2444  -0.6211778916D+01  0.7738231909D-03  -0.1248446923D-02
 2445  -0.6211786290D+01  0.7735087420D-03  -0.1247938759D-02
 2446  -0.6211793638D+01  0.7731945422D-03  -0.1247431004D-02
 2447  -0.6211800962D+01  0.7728805913D-03  -0.1246923656D-02
 2448  -0.6211808261D+01  0.7725668890D-03  -0.1246416715D-02
 2449  -0.6211815534D+01  0.7722534351D-03  -0.1245910181D-02
 2450  -0.6211822784D+01  0.7719402292D-03  -0.1245404054D-02
 2451  -0.6211830008D+01  0.7716272711D-03  -0.1244898332D-02
 2452  -0.6211837208D+01  0.7713145604D-03  -0.1244393016D-02
 2453  -0.6211844384D+01  0.7710020971D-03  -0.1243888105D-02
 2454  -0.6211851535D+01  0.7706898807D-03  -0.1243383598D-02
 2455  -0.6211858662D+01  0.7703779109D-03  -0.1242879495D-02
 2456  -0.6211865764D+01  0.7700661876D-03  -0.1242375795D-02
 2457  -0.6211872843D+01  0.7697547104D-03  -0.1241872498D-02
 2458  -0.6211879898D+01  0.7694434791D-03  -0.1241369604D-02
 2459  -0.6211886928D+01  0.7691324935D-03  -0.1240867112D-02
 2460  -0.6211893935D+01  0.7688217531D-03  -0.1240365022D-02
 2461  -0.6211900918D+01  0.7685112577D-03  -0.1239863332D-02
 2462  -0.6211907878D+01  0.7682010072D-03  -0.1239362044D-02
 2463  -0.6211914814D+01  0.7678910012D-03  -0.1238861155D-02
 2464  -0.6211921726D+01  0.7675812394D-03  -0.1238360666D-02
 2465  -0.6211928615D+01  0.7672717216D-03  -0.1237860577D-02
 2466  -0.6211935481D+01  0.7669624475D-03  -0.1237360886D-02
 2467  -0.6211942324D+01  0.7666534169D-03  -0.1236861593D-02
 2468  -0.6211949143D+01  0.7663446294D-03  -0.1236362699D-02
 2469  -0.6211955939D+01  0.7660360848D-03  -0.1235864202D-02
 2470  -0.6211962713D+01  0.7657277829D-03  -0.1235366102D-02
 2471  -0.6211969463D+01  0.7654197233D-03  -0.1234868398D-02
 2472  -0.6211976191D+01  0.7651119058D-03  -0.1234371090D-02
 2473  -0.6211982896D+01  0.7648043301D-03  -0.1233874178D-02
 2474  -0.6211989579D+01  0.7644969960D-03  -0.1233377661D-02
 2475  -0.6211996239D+01  0.7641899032D-03  -0.1232881539D-02
 2476  -0.6212002876D+01  0.7638830515D-03  -0.1232385811D-02
 2477  -0.6212009491D+01  0.7635764404D-03  -0.1231890477D-02
 2478  -0.6212016084D+01  0.7632700699D-03  -0.1231395536D-02
 2479  -0.6212022655D+01  0.7629639395D-03  -0.1230900988D-02
 2480  -0.6212029204D+01  0.7626580494D-03  -0.1230406832D-02
 2481  -0.6212035730D+01  0.7623523988D-03  -0.1229913069D-02
 2482  -0.6212042235D+01  0.7620469876D-03  -0.1229419696D-02
 2483  -0.6212048717D+01  0.7617418156D-03  -0.1228926715D-02
 2484  -0.6212055178D+01  0.7614368827D-03  -0.1228434125D-02
 2485  -0.6212061617D+01  0.7611321882D-03  -0.1227941925D-02
 2486  -0.6212068035D+01  0.7608277322D-03  -0.1227450114D-02
 2487  -0.6212074431D+01  0.7605235143D-03  -0.1226958693D-02
 2488  -0.6212080806D+01  0.7602195344D-03  -0.1226467660D-02
 2489  -0.6212087159D+01  0.7599157919D-03  -0.1225977016D-02
 2490  -0.6212093491D+01  0.7596122869D-03  -0.1225486760D-02
 2491  -0.6212099801D+01  0.7593090189D-03  -0.1224996891D-02
 2492  -0.6212106091D+01  0.7590059877D-03  -0.1224507409D-02
 2493  -0.6212112359D+01  0.7587031931D-03  -0.1224018314D-02
 2494  -0.6212118607D+01  0.7584006348D-03  -0.1223529605D-02
 2495  -0.6212124834D+01  0.7580983126D-03  -0.1223041282D-02
 2496  -0.6212131039D+01  0.7577962261D-03  -0.1222553344D-02
 2497  -0.6212137224D+01  0.7574943752D-03  -0.1222065791D-02
 2498  -0.6212143389D+01  0.7571927595D-03  -0.1221578623D-02
 2499  -0.6212149532D+01  0.7568913788D-03  -0.1221091838D-02
 2500  -0.6212155656D+01  0.7565902329D-03  -0.1220605436D-02
 2501  -0.6212161758D+01  0.7562893214D-03  -0.1220119418D-02
 2502  -0.6212167841D+01  0.7559886442D-03  -0.1219633783D-02
 2503  -0.6212173903D+01  0.7556882010D-03  -0.1219148530D-02
 2504  -0.6212179944D+01  0.7553879914D-03  -0.1218663658D-02
 2505  -0.6212185966D+01  0.7550880153D-03  -0.1218179167D-02
 2506  -0.6212191968D+01  0.7547882725D-03  -0.1217695058D-02
 2507  -0.6212197949D+01  0.7544887625D-03  -0.1217211328D-02
 2508  -0.6212203911D+01  0.7541894853D-03  -0.1216727979D-02
 2509  -0.6212209853D+01  0.7538904405D-03  -0.1216245009D-02
 2510  -0.6212215775D+01  0.7535916279D-03  -0.1215762419D-02
 2511  -0.6212221677D+01  0.7532930471D-03  -0.1215280207D-02
 2512  -0.6212227560D+01  0.7529946982D-03  -0.1214798373D-02
 2513  -0.6212233423D+01  0.7526965807D-03  -0.1214316918D-02
 2514  -0.6212239267D+01  0.7523986942D-03  -0.1213835839D-02
 2515  -0.6212245091D+01  0.7521010388D-03  -0.1213355138D-02
 2516  -0.6212250896D+01  0.7518036140D-03  -0.1212874813D-02
 2517  -0.6212256682D+01  0.7515064196D-03  -0.1212394864D-02
 2518  -0.6212262449D+01  0.7512094554D-03  -0.1211915291D-02
 2519  -0.6212268196D+01  0.7509127211D-03  -0.1211436094D-02
 2520  -0.6212273924D+01  0.7506162164D-03  -0.1210957271D-02
 2521  -0.6212279634D+01  0.7503199411D-03  -0.1210478823D-02
 2522  -0.6212285324D+01  0.7500238950D-03  -0.1210000749D-02
 2523  -0.6212290996D+01  0.7497280778D-03  -0.1209523048D-02
 2524  -0.6212296649D+01  0.7494324892D-03  -0.1209045721D-02
 2525  -0.6212302283D+01  0.7491371291D-03  -0.1208568766D-02
 2526  -0.6212307899D+01  0.7488419971D-03  -0.1208092183D-02
 2527  -0.6212313496D+01  0.7485470930D-03  -0.1207615973D-02
 2528  -0.6212319074D+01  0.7482524166D-03  -0.1207140134D-02
 2529  -0.6212324634D+01  0.7479579675D-03  -0.1206664665D-02
 2530  -0.6212330176D+01  0.7476637456D-03  -0.1206189568D-02
 2531  -0.6212335700D+01  0.7473697507D-03  -0.1205714841D-02
 2532  -0.6212341205D+01  0.7470759823D-03  -0.1205240483D-02
 2533  -0.6212346692D+01  0.7467824404D-03  -0.1204766495D-02
 2534  -0.6212352161D+01  0.7464891246D-03  -0.1204292875D-02
 2535  -0.6212357612D+01  0.7461960348D-03  -0.1203819625D-02
 2536  -0.6212363045D+01  0.7459031707D-03  -0.1203346742D-02
 2537  -0.6212368460D+01  0.7456105320D-03  -0.1202874227D-02
 2538  -0.6212373858D+01  0.7453181185D-03  -0.1202402079D-02
 2539  -0.6212379237D+01  0.7450259299D-03  -0.1201930298D-02
 2540  -0.6212384599D+01  0.7447339660D-03  -0.1201458884D-02
 2541  -0.6212389943D+01  0.7444422265D-03  -0.1200987835D-02
 2542  -0.6212395270D+01  0.7441507112D-03  -0.1200517153D-02
 2543  -0.6212400580D+01  0.7438594199D-03  -0.1200046835D-02
 2544  -0.6212405871D+01  0.7435683523D-03  -0.1199576882D-02
 2545  -0.6212411146D+01  0.7432775081D-03  -0.1199107294D-02
 2546  -0.6212416403D+01  0.7429868873D-03  -0.1198638069D-02
 2547  -0.6212421643D+01  0.7426964894D-03  -0.1198169208D-02
 2548  -0.6212426866D+01  0.7424063142D-03  -0.1197700710D-02
 2549  -0.6212432072D+01  0.7421163615D-03  -0.1197232575D-02
 2550  -0.6212437261D+01  0.7418266311D-03  -0.1196764802D-02
 2551  -0.6212442433D+01  0.7415371226D-03  -0.1196297391D-02
 2552  -0.6212447588D+01  0.7412478361D-03  -0.1195830342D-02
 2553  -0.6212452726D+01  0.7409587709D-03  -0.1195363654D-02
 2554  -0.6212457847D+01  0.7406699271D-03  -0.1194897326D-02
 2555  -0.6212462951D+01  0.7403813043D-03  -0.1194431359D-02
 2556  -0.6212468039D+01  0.7400929024D-03  -0.1193965751D-02
 2557  -0.6212473111D+01  0.7398047210D-03  -0.1193500503D-02
 2558  -0.6212478165D+01  0.7395167599D-03  -0.1193035614D-02
 2559  -0.6212483204D+01  0.7392290189D-03  -0.1192571084D-02
 2560  -0.6212488226D+01  0.7389414978D-03  -0.1192106912D-02
 2561  -0.6212493231D+01  0.7386541963D-03  -0.1191643097D-02
 2562  -0.6212498221D+01  0.7383671141D-03  -0.1191179641D-02
 2563  -0.6212503194D+01  0.7380802511D-03  -0.1190716541D-02
 2564  -0.6212508150D+01  0.7377936070D-03  -0.1190253798D-02
 2565  -0.6212513091D+01  0.7375071815D-03  -0.1189791411D-02
 2566  -0.6212518016D+01  0.7372209745D-03  -0.1189329380D-02
 2567  -0.6212522925D+01  0.7369349856D-03  -0.1188867705D-02
 2568  -0.6212527818D+01  0.7366492148D-03  -0.1188406384D-02
 2569  -0.6212532695D+01  0.7363636616D-03  -0.1187945419D-02
 2570  -0.6212537556D+01  0.7360783258D-03  -0.1187484807D-02
 2571  -0.6212542401D+01  0.7357932074D-03  -0.1187024549D-02
 2572  -0.6212547231D+01  0.7355083059D-03  -0.1186564645D-02
 2573  -0.6212552045D+01  0.7352236211D-03  -0.1186105093D-02
 2574  -0.6212556843D+01  0.7349391529D-03  -0.1185645895D-02
 2575  -0.6212561626D+01  0.7346549010D-03  -0.1185187048D-02
 2576  -0.6212566394D+01  0.7343708652D-03  -0.1184728553D-02
 2577  -0.6212571146D+01  0.7340870451D-03  -0.1184270410D-02
 2578  -0.6212575882D+01  0.7338034407D-03  -0.1183812618D-02
 2579  -0.6212580604D+01  0.7335200518D-03  -0.1183355176D-02
 2580  -0.6212585310D+01  0.7332368778D-03  -0.1182898085D-02
 2581  -0.6212590001D+01  0.7329539188D-03  -0.1182441344D-02
 2582  -0.6212594677D+01  0.7326711745D-03  -0.1181984952D-02
 2583  -0.6212599338D+01  0.7323886446D-03  -0.1181528909D-02
 2584  -0.6212603984D+01  0.7321063289D-03  -0.1181073215D-02
 2585  -0.6212608615D+01  0.7318242272D-03  -0.1180617870D-02
 2586  -0.6212613231D+01  0.7315423392D-03  -0.1180162872D-02
 2587  -0.6212617832D+01  0.7312606647D-03  -0.1179708222D-02
 2588  -0.6212622419D+01  0.7309792035D-03  -0.1179253919D-02
 2589  -0.6212626991D+01  0.7306979554D-03  -0.1178799964D-02
 2590  -0.6212631548D+01  0.7304169199D-03  -0.1178346354D-02
 2591  -0.6212636090D+01  0.7301360973D-03  -0.1177893091D-02
 2592  -0.6212640618D+01  0.7298554869D-03  -0.1177440173D-02
 2593  -0.6212645131D+01  0.7295750886D-03  -0.1176987600D-02
